Temperatura_C,Vibracao_mms,Corrente_A
65.99342830602247,1.6852355095063283,12.699677718293001
64.72347139765763,1.8818833280940261,12.462316841456385
66.29537707620139,1.2202864852361717,12.029815184960087
"999,99",1.6125938473381143,11.676531611147213
"999,99",1.3698714861756347,12.349111656806794
64.53172608610164,1.4025749232470608,12.196742692710874
68.15842563101478,1.3815212151522263,12.447596610013866
66.53486945830582,1.3272018460640367,12.317585900840985
64.0610512281301,1.5097043255889655,12.524776357659668
66.08512008717193,1.3338099767177924,11.732382394219716
64.07316461437507,1.5540913651559678,12.658697032817162
64.06854049285948,1.4899523781101727,12.0987998023462
65.48392454313206,1.452210390626718,13.037630436312632
61.1734395106844,1.3184872675916803,11.655406090955216
61.550164334973935,1.3846457338863334,12.867981901582624
63.875424941518055,,12.098955391731323
62.97433775933115,1.6001834375248762,-10.0
65.62849466519054,1.3044889510402897,11.758057082972838
63.18395184895758,1.5198664610858452,11.83982634590284
62.17539259732942,1.650277424674358,12.212082973200959
67.93129753784311,1.1661189437757256,12.26141774401775
64.54844739902693,1.608672038475987,11.71314999803071
65.13505640937585,1.3674752482108308,11.987822703869508
62.15050362757309,1.614119733718632,13.071135179305932
63.91123455094964,1.3473481686914965,12.863771585050356
65.22184517941973,1.1390235798670962,12.218161834837016
62.6980128451554,1.1744915124233675,12.0190017390841
"999,99",1.5096169893322764,12.060015663359131
63.79872262016239,1.5519445003442964,12.306758986365208
64.41661250041345,1.3191366749791182,11.488603717400798
63.79658677554121,1.6277184917554748,11.871311731288328
68.70455636901788,1.167695987546208,11.165707963061205
64.97300555052414,1.4867840402705368,12.199611561302639
62.8845781420882,,12.32359796985137
66.64508982420638,1.369632778439568,11.758406768850312
62.558312700057954,,12.786993381645017
65.41772719000951,1.3279173269432096,11.387117168498829
61.08065975224045,1.423088891154035,11.26781255989509
62.34362790220314,1.7012585618428882,12.112225909279987
65.39372247173824,1.3846216260953703,12.523549151306078
66.47693315999082,1.6671384224130283,12.841963845728934
65.34273656237994,1.2740586290684763,11.77055786856553
64.76870343522351,1.6059608355830566,12.539340416715648
64.39779260882142,1.78831372413158,11.980745765249646
62.04295601926515,,11.91368635002959
63.560311583210584,1.3406209489059047,12.441829968743336
64.07872245808042,1.615414425436108,12.32616143920671
67.11424445243783,1.4593909227914015,11.211803921507876
65.68723657913692,1.5742291746742618,12.738270174862947
61.47391968927453,1.3792029626568358,12.690045677073726
65.64816793878958,1.5173179574945799,11.687218649245235
64.22983543916737,1.468864552921584,12.197901766718704
63.646155999388085,1.7335564123319616,12.24701509314137
66.22335257768174,1.5508841686602426,12.130336882911953
67.06199904499191,1.5675205324150405,11.72484742307729
66.86256023823239,1.4176246067755065,11.664188316030975
63.32156495355472,1.4024787551855014,11.987222964504276
64.38157524829757,,12.586364509629682
65.66252686280713,1.5788904284756593,12.271800077297216
66.95109025424472,1.4158031038359473,11.814692833956947
64.04165152430942,1.5579549713792826,12.385849355324172
64.62868204667237,1.9150801597290878,10.575728689684961
62.787330051987944,1.6742249406863385,12.574382850186051
62.60758675183866,1.4347952935664319,11.13014311061095
66.6250516447884,1.740242784432789,11.818779529298434
67.71248005714165,1.4183849253956897,11.440165052686929
64.85597975683933,1.0923750929644291,11.352659262139547
67.00706579578404,1.2983827378165191,12.580413393689259
65.72327205009528,1.1258416157948288,11.766149399344055
63.709760490789755,1.4296973031917384,12.173251940865358
65.72279121101683,1.5036836758379104,11.976539710560408
"999,99",1.8352874624550566,12.23852041361156
"999,99",1.5653854747528326,12.038410945530128
68.12928731162802,1.4561798942382271,11.358503887905716
59.76050979182051,1.6658811162366978,12.49813340972357
66.64380500875045,1.0577729381984229,11.753121708419343
65.17409413647634,1.5471229116217131,11.221709050670125
64.40198529906826,1.6541730387773934,11.785942419517044
65.183521553071,,12.750379895317156
61.024862170798215,1.7287508086413859,12.425110871056747
64.56065622432497,1.5676992814988828,11.82567393279607
65.7142251430235,1.4169424172198397,11.825371147840785
67.95578808948304,1.626556373221257,-10.0
63.9634595634527,1.9541385715608792,13.038373991780421
63.38301279421363,1.536373251011699,12.190967726115776
63.99648591283093,1.5496441172600672,12.215020823595534
66.83080423540414,1.4081278200919511,12.515141727015921
65.65750221931937,1.3300311261070417,12.119394579513257
63.94047959246592,1.666067163308849,11.870478927089648
66.02653486622671,1.3287832348182265,11.901825075457511
65.19415509869609,1.5143132474438785,11.964199370292969
66.93728998106577,1.4044685106469768,11.98138888174508
63.59589381224529,1.5957959651492784,12.36381477181849
64.34467570680447,1.5667324210573896,12.02597294290365
64.21578369373569,1.7075079888515798,12.366320038607789
62.07297010373576,1.3979967202290506,11.959641709945709
65.59224055412915,1.4460250129413257,12.039317595158046
"999,99",1.3042472568435386,11.000899657733946
65.01022691328492,1.4111413479847776,12.458163837351242
64.5308257332497,1.5754600986089704,12.173244237948996
62.16925851589917,1.6513977233290704,12.499005054929826
64.15870935446928,1.315566935164475,10.551872310903155
64.31457096694646,1.673921184021132,13.044187352390363
63.39544546155676,1.7711275717609902,11.930205185922413
64.67742857666798,1.5826869806447401,12.554091408368759
65.80810171362907,1.8753591625116133,11.480047036437234
"999,99",1.3452421601792854,12.306386952531286
65.34915562566368,1.2510690593377165,11.473292218413173
65.51510078144553,1.1442559502191443,11.688115519652097
"999,99",1.7992088622978366,12.957015676933393
"999,99",1.6308731312708116,11.904658799618327
64.94697224910156,1.488883065817909,12.108716436589862
65.12046041988205,1.555993725263964,12.435033865344376
69.92648422497058,1.2749021905403246,12.247840943986303
64.61527807043775,1.9891503959233652,12.075209452571789
65.60309468466723,1.5258442363950455,12.182480501233112
64.9305764605895,1.5218789589209787,13.201707792619137
62.662643924760935,1.6451533247797383,11.971190601483208
67.28564562903004,1.5962018463473426,12.100549523357484
66.50386606537354,1.5447768048558264,12.525327198003806
66.58206389408609,1.3419051089109377,12.552762966478992
"999,99",1.5942936714271991,12.59351515278019
67.8055886218722,1.8764048992950069,12.319365111014593
62.196297874415436,1.7690840092309956,11.428497543634759
66.17371418760054,1.8186373253278794,12.816715766150548
69.38091125161996,1.397756864713763,-10.0
63.018927349738625,,12.151317732619516
63.86740454079445,1.4748426159800703,11.622862074990321
65.19930273017528,1.511144982457739,11.967930826703503
63.993048691767605,1.7188383036941897,12.16438120515174
61.89867313786773,1.1615070740570361,12.160678607725137
"999,99",1.8059100638921228,12.210960377117642
62.87539257254779,1.4683984202842022,12.806855634529324
65.94718486127036,1.414623786010516,12.22676715075699
63.1611515315324,1.2975791249479665,11.877921682354676
68.09986881003508,1.169028665626846,12.48204358414418
63.433493415327526,1.6646341167923828,12.59473524446232
64.35587696758864,1.5146635934376809,11.386196092431504
66.62703443473934,1.2420078200517892,12.298700034924929
62.53827136713209,,12.35058637115545
65.45491986920825,1.4328430601419744,11.851218248320004
"999,99",1.8338043050578787,12.68785340665581
61.78503353087754,1.448081729727279,11.924972206483737
65.3692677170646,1.1993714093763788,12.062788226735771
